"Date","Price","Open","High","Low","Vol.","Change %"
"04/10/2024","157.66","157.88","158.16","156.20","16.34M","-0.30%"
"04/09/2024","158.14","157.35","159.89","156.64","21.54M","1.28%"
"04/08/2024","156.14","154.01","156.65","153.99","16.64M","1.43%"
"04/05/2024","153.94","151.68","154.84","151.08","16.30M","1.32%"
"04/04/2024","151.94","155.08","156.18","151.88","24.18M","-2.83%"
"04/03/2024","156.37","154.92","156.55","154.13","17.27M","0.32%"
"04/02/2024","155.87","154.75","155.99","153.46","17.60M","-0.40%"
"04/01/2024","156.50","151.83","157.00","151.65","24.47M","2.78%"
"03/28/2024","152.26","152.00","152.67","151.33","21.11M","0.21%"
"03/27/2024","151.94","152.15","152.69","150.13","16.62M","0.16%"
"03/26/2024","151.70","151.24","153.20","151.03","19.31M","0.36%"
"03/25/2024","151.15","150.95","151.46","148.80","15.11M","-0.41%"
"03/22/2024","151.77","150.24","152.56","150.09","19.25M","2.04%"
"03/21/2024","148.74","150.32","151.30","148.01","19.84M","-0.63%"
"03/20/2024","149.68","148.79","149.76","147.66","17.73M","1.19%"
"03/19/2024","147.92","148.98","149.62","147.01","17.75M","-0.38%"
"03/18/2024","148.48","149.37","152.93","148.14","47.68M","4.44%"
"03/15/2024","142.17","143.41","144.34","141.13","41.04M","-1.50%"
"03/14/2024","144.34","142.30","144.73","141.49","36.12M","2.54%"
"03/13/2024","140.77","140.06","142.19","140.01","19.64M","0.82%"
"03/12/2024","139.62","138.25","140.28","138.21","19.02M","0.49%"
"03/11/2024","138.94","137.07","139.98","137.07","22.54M","1.94%"
"03/08/2024","136.29","135.04","138.99","134.80","26.50M","0.78%"
"03/07/2024","135.24","133.89","135.82","132.66","24.11M","2.02%"
"03/06/2024","132.56","134.24","134.74","131.95","23.18M","-0.91%"
"03/05/2024","133.78","132.74","134.02","131.55","28.45M","-0.31%"
"03/04/2024","134.20","136.54","136.63","132.86","43.57M","-2.81%"
"03/01/2024","138.08","139.61","140.00","137.98","28.55M","-1.22%"
"02/29/2024","139.78","138.35","139.95","137.57","35.49M","1.71%"
"02/28/2024","137.43","139.10","139.28","136.64","30.63M","-1.91%"
"02/27/2024","140.10","139.41","140.49","138.50","22.36M","0.97%"
"02/26/2024","138.75","143.45","143.84","138.74","33.51M","-4.50%"
"02/23/2024","145.29","144.97","145.96","144.79","14.52M","-0.02%"
"02/22/2024","145.32","146.12","146.20","144.01","23.02M","1.03%"
"02/21/2024","143.84","142.64","143.98","141.91","16.50M","1.15%"
"02/20/2024","142.20","140.94","143.33","140.80","18.63M","0.31%"
"02/16/2024","141.76","144.21","144.48","141.52","21.87M","-1.51%"
"02/15/2024","143.94","144.46","144.76","141.88","26.72M","-2.17%"
"02/14/2024","147.14","147.37","147.83","145.55","16.65M","0.53%"
"02/13/2024","146.37","146.07","148.04","145.11","18.14M","-1.59%"
"02/12/2024","148.73","149.54","150.59","148.56","17.24M","-0.99%"
"02/09/2024","150.22","147.95","150.70","147.43","21.88M","2.04%"
"02/08/2024","147.22","146.97","147.61","146.42","18.24M","0.37%"
"02/07/2024","146.68","146.12","147.00","145.21","21.44M","0.87%"
"02/06/2024","145.41","145.96","146.74","144.52","21.52M","0.33%"
"02/05/2024","144.93","144.04","146.67","143.91","29.25M","0.97%"
"02/02/2024","143.54","140.89","143.88","138.17","42.14M","0.58%"
"02/01/2024","142.71","143.69","144.62","142.26","25.53M","0.64%"
"01/31/2024","141.80","145.39","145.59","141.55","43.91M","-7.35%"
"01/30/2024","153.05","154.01","155.04","152.77","26.58M","-1.16%"
"01/29/2024","154.84","153.64","155.20","152.92","20.91M","0.68%"
"01/26/2024","153.79","152.87","154.11","152.80","19.49M","0.10%"
"01/25/2024","153.64","151.74","154.76","151.22","21.50M","2.19%"
"01/24/2024","150.35","150.29","151.57","149.84","19.25M","1.12%"
"01/23/2024","148.68","147.72","148.86","147.19","14.11M","0.66%"
"01/22/2024","147.71","148.71","150.01","147.58","21.83M","-0.18%"
"01/19/2024","147.97","146.30","148.04","145.80","27.18M","2.06%"
"01/18/2024","144.99","143.44","145.59","143.35","18.88M","1.47%"
"01/17/2024","142.89","142.91","143.41","140.51","17.88M","-0.83%"
"01/16/2024","144.08","143.43","145.84","143.06","19.20M","-0.11%"
"01/12/2024","144.24","144.34","144.74","143.36","14.00M","0.40%"
"01/11/2024","143.67","144.90","146.66","142.21","17.47M","-0.09%"
"01/10/2024","143.80","142.52","144.52","142.46","16.64M","0.87%"
"01/09/2024","142.56","140.06","142.80","139.79","19.58M","1.44%"
"01/08/2024","140.53","138.00","140.64","137.88","17.65M","2.29%"
"01/05/2024","137.39","138.35","138.81","136.85","15.44M","-0.47%"
"01/04/2024","138.04","139.85","140.63","138.01","18.25M","-1.65%"
"01/03/2024","140.36","138.60","141.09","138.43","18.97M","0.57%"
"01/02/2024","139.56","139.60","140.61","137.74","20.07M","-0.97%"
"12/29/2023","140.93","140.68","141.43","139.90","14.88M","-0.25%"
"12/28/2023","141.28","141.85","142.27","140.83","12.19M","-0.11%"
"12/27/2023","141.44","142.83","143.32","141.05","17.29M","-0.97%"
"12/26/2023","142.82","142.98","143.95","142.50","11.17M","0.07%"
"12/22/2023","142.72","142.13","143.25","142.05","18.51M","0.65%"
"12/21/2023","141.80","140.77","142.03","140.47","18.10M","1.53%"
"12/20/2023","139.66","140.33","143.08","139.41","33.51M","1.13%"
"12/19/2023","138.10","138.00","138.77","137.45","20.66M","0.66%"
"12/18/2023","137.19","133.86","138.38","133.77","25.70M","2.50%"
"12/15/2023","133.84","132.92","134.83","132.63","58.59M","0.48%"
"12/14/2023","133.20","134.77","135.04","131.06","29.62M","-0.57%"
"12/13/2023","133.97","134.54","134.78","132.95","25.41M","0.25%"
"12/12/2023","133.64","133.27","134.54","132.83","26.58M","-0.79%"
"12/11/2023","134.70","133.82","134.79","132.89","24.50M","-1.42%"
"12/08/2023","136.64","135.66","137.99","135.57","23.02M","-1.31%"
"12/07/2023","138.45","136.60","140.00","136.23","38.42M","5.34%"
"12/06/2023","131.43","132.90","133.31","131.31","16.36M","-0.73%"
"12/05/2023","132.39","130.37","133.54","129.73","19.24M","1.35%"
"12/04/2023","130.63","131.29","131.45","129.40","24.12M","-2.02%"
"12/01/2023","133.32","133.32","133.50","132.15","24.27M","-0.45%"
"11/30/2023","133.92","136.40","136.96","132.79","29.91M","-1.82%"
"11/29/2023","136.40","138.99","139.67","136.29","21.01M","-1.60%"
"11/28/2023","138.62","137.63","138.66","137.04","17.05M","0.41%"
"11/27/2023","138.05","137.57","139.63","137.54","17.89M","-0.12%"
"11/24/2023","138.22","139.54","139.68","137.47","8.83M","-1.29%"
"11/22/2023","140.02","139.10","141.10","139.00","17.31M","1.01%"
"11/21/2023","138.62","137.94","138.96","137.71","17.65M","0.51%"
"11/20/2023","137.92","135.50","138.43","135.49","19.59M","0.72%"
"11/17/2023","136.94","137.82","138.00","135.48","25.59M","-1.27%"
"11/16/2023","138.70","136.96","138.88","136.08","17.62M","1.70%"
"11/15/2023","136.38","136.64","136.84","135.33","15.84M","0.70%"
"11/14/2023","135.43","135.65","137.24","135.10","22.32M","1.34%"
"11/13/2023","133.64","133.36","134.11","132.77","16.41M","-0.31%"
"11/10/2023","134.06","131.53","134.27","130.87","20.88M","1.80%"
"11/09/2023","131.69","133.36","133.96","131.51","17.98M","-1.18%"
"11/08/2023","133.26","132.36","133.54","132.16","15.09M","0.65%"
"11/07/2023","132.40","131.98","133.28","131.14","19.22M","0.72%"
"11/06/2023","131.45","130.22","131.56","129.93","15.36M","0.83%"
"11/03/2023","130.37","129.09","130.73","129.01","19.53M","1.39%"
"11/02/2023","128.58","129.56","130.09","128.11","24.09M","0.79%"
"11/01/2023","127.57","125.34","127.74","124.93","26.54M","1.81%"
"10/31/2023","125.30","126.27","126.56","123.93","21.12M","-0.36%"
"10/30/2023","125.75","124.46","126.55","123.88","24.17M","1.90%"
"10/27/2023","123.40","124.03","124.44","121.46","37.37M","-0.03%"
"10/26/2023","123.44","124.47","125.46","122.32","33.91M","-2.55%"
"10/25/2023","126.67","129.77","130.10","126.09","58.80M","-9.60%"
"10/24/2023","140.12","139.16","140.71","138.75","26.54M","1.61%"
"10/23/2023","137.90","136.23","139.02","135.11","20.78M","0.85%"
"10/20/2023","136.74","138.59","139.04","136.24","24.97M","-1.61%"
"10/19/2023","138.98","139.80","141.01","138.60","21.83M","-0.22%"
"10/18/2023","139.28","140.75","141.99","138.71","18.30M","-1.21%"
"10/17/2023","140.99","140.03","141.25","138.53","17.42M","0.36%"
"10/16/2023","140.49","139.73","140.90","139.32","17.35M","1.38%"
"10/13/2023","138.58","140.65","141.34","137.97","19.45M","-1.22%"
"10/12/2023","140.29","142.16","142.38","139.45","18.17M","-1.00%"
"10/11/2023","141.70","139.85","142.22","139.84","20.15M","1.80%"
"10/10/2023","139.20","139.51","140.74","138.43","19.55M","-0.22%"
"10/09/2023","139.50","137.99","139.97","136.70","16.60M","0.56%"
"10/06/2023","138.73","134.94","139.19","134.94","20.83M","2.01%"
"10/05/2023","135.99","136.13","136.50","134.46","15.92M","-0.21%"
"10/04/2023","136.27","133.66","136.57","133.43","22.85M","2.23%"
"10/03/2023","133.30","134.93","135.24","132.82","19.63M","-1.38%"
"10/02/2023","135.17","132.15","135.36","132.07","19.21M","2.52%"
"09/29/2023","131.85","134.08","134.89","131.32","23.24M","-0.96%"
"09/28/2023","133.13","130.69","134.18","130.69","18.20M","1.27%"
"09/27/2023","131.46","129.44","131.72","129.38","18.76M","1.55%"
"09/26/2023","129.45","130.91","131.40","128.19","20.38M","-2.06%"
"09/25/2023","132.17","130.77","132.22","130.03","14.65M","0.70%"
"09/22/2023","131.25","131.68","133.01","130.51","17.36M","-0.08%"
"09/21/2023","131.36","132.39","133.19","131.09","22.06M","-2.40%"
"09/20/2023","134.59","138.83","138.84","134.52","21.47M","-3.05%"
"09/19/2023","138.83","138.25","139.18","137.50","15.48M","-0.09%"
"09/18/2023","138.96","137.63","139.93","137.63","16.23M","0.48%"
"09/15/2023","138.30","138.80","139.36","137.18","48.96M","-0.50%"
"09/14/2023","138.99","138.39","139.55","137.06","19.06M","1.08%"
"09/13/2023","137.50","135.90","137.70","134.93","16.39M","1.05%"
"09/12/2023","136.07","137.13","137.64","135.93","15.21M","-1.21%"
"09/11/2023","137.74","137.38","138.26","136.55","17.18M","0.39%"
"09/08/2023","137.20","135.87","137.51","135.87","17.82M","0.73%"
"09/07/2023","136.20","134.60","136.58","133.96","16.98M","0.61%"
"09/06/2023","135.37","137.01","137.48","134.69","15.81M","-0.98%"
"09/05/2023","136.71","136.44","137.37","135.56","17.73M","-0.07%"
"09/01/2023","136.80","138.43","138.58","135.94","16.67M","-0.40%"
"08/31/2023","137.35","137.05","138.40","136.82","28.15M","0.31%"
"08/30/2023","136.93","135.57","137.25","135.02","21.77M","1.06%"
"08/29/2023","135.49","133.00","137.29","132.98","30.80M","2.81%"
"08/28/2023","131.79","132.08","133.24","130.85","16.72M","0.84%"
"08/25/2023","130.69","130.14","131.40","128.04","20.68M","0.21%"
"08/24/2023","130.42","134.73","134.97","130.30","18.68M","-2.09%"
"08/23/2023","133.21","130.85","134.07","130.51","26.50M","2.71%"
"08/22/2023","129.69","129.13","130.95","128.93","15.57M","0.59%"
"08/21/2023","128.93","127.85","129.26","127.16","21.85M","0.64%"
"08/18/2023","128.11","129.06","129.83","127.00","23.63M","-1.80%"
"08/17/2023","130.46","130.45","132.49","129.85","23.67M","1.05%"
"08/16/2023","129.11","129.28","130.90","128.46","17.55M","-0.89%"
"08/15/2023","130.27","131.59","131.99","129.82","14.77M","-1.18%"
"08/14/2023","131.83","129.85","131.91","129.59","17.53M","1.28%"
"08/11/2023","130.17","129.20","130.44","128.75","15.21M","-0.03%"
"08/10/2023","130.21","131.97","132.65","130.04","17.86M","0.05%"
"08/09/2023","130.15","132.19","132.47","129.51","17.75M","-1.28%"
"08/08/2023","131.84","130.98","131.94","130.13","16.84M","-0.08%"
"08/07/2023","131.94","129.51","132.06","129.43","17.62M","2.65%"
"08/04/2023","128.54","129.60","131.93","128.32","20.52M","-0.18%"
"08/03/2023","128.77","128.37","129.77","127.78","15.09M","0.10%"
"08/02/2023","128.64","129.84","130.42","127.85","22.71M","-2.46%"
"08/01/2023","131.89","130.85","132.92","130.75","22.22M","-0.92%"
"07/31/2023","133.11","133.01","133.83","132.13","18.38M","0.08%"
"07/28/2023","133.01","130.97","134.07","130.92","26.97M","2.42%"
"07/27/2023","129.87","131.80","133.60","129.18","35.93M","0.16%"
"07/26/2023","129.66","130.36","131.37","128.71","46.22M","5.59%"
"07/25/2023","122.79","121.88","123.69","121.53","31.82M","0.75%"
"07/24/2023","121.88","121.93","123.35","121.38","22.31M","1.30%"
"07/21/2023","120.31","120.87","121.30","119.07","56.51M","0.65%"
"07/20/2023","119.53","122.12","124.70","118.68","27.54M","-2.65%"
"07/19/2023","122.78","124.79","125.47","122.47","22.31M","-1.05%"
"07/18/2023","124.08","124.90","124.99","123.30","21.07M","-0.78%"
"07/17/2023","125.06","126.06","127.28","124.50","20.68M","-0.51%"
"07/14/2023","125.70","125.13","127.09","124.90","20.50M","0.70%"
"07/13/2023","124.83","121.54","125.33","121.06","31.54M","4.36%"
"07/12/2023","119.62","119.30","120.96","119.00","22.06M","1.62%"
"07/11/2023","117.71","116.76","118.22","115.83","18.29M","0.72%"
"07/10/2023","116.87","119.07","119.07","116.64","32.96M","-2.72%"
"07/07/2023","120.14","120.89","121.75","120.09","21.00M","-0.65%"
"07/06/2023","120.93","120.64","121.15","119.25","17.75M","-1.39%"
"07/05/2023","122.63","120.06","123.37","120.06","17.83M","1.72%"
"07/03/2023","120.56","120.32","121.02","119.71","13.89M","-0.34%"
"06/30/2023","120.97","121.10","122.03","120.88","23.87M","0.80%"
"06/29/2023","120.01","120.09","120.91","119.21","18.52M","-0.88%"
"06/28/2023","121.08","117.96","121.27","117.60","19.75M","1.74%"
"06/27/2023","119.01","117.84","119.89","116.91","27.22M","-0.07%"
"06/26/2023","119.09","121.47","122.72","118.99","23.18M","-3.19%"
"06/23/2023","123.02","122.04","123.44","121.86","29.57M","-0.69%"
"06/22/2023","123.87","120.66","123.93","119.60","20.78M","2.15%"
"06/21/2023","121.26","123.24","123.41","120.86","22.61M","-2.09%"
"06/20/2023","123.85","123.54","125.18","122.83","22.70M","-0.17%"
"06/16/2023","124.06","126.70","126.70","123.79","56.70M","-1.38%"
"06/15/2023","125.79","123.88","126.16","123.14","24.52M","1.13%"
"06/14/2023","124.38","123.80","124.79","122.16","24.66M","-0.04%"
"06/13/2023","124.43","125.65","125.86","123.85","19.29M","0.06%"
"06/12/2023","124.35","123.39","124.75","122.35","22.29M","1.20%"
"06/09/2023","122.87","122.56","124.29","122.42","20.31M","0.16%"
"06/08/2023","122.67","122.58","123.73","122.01","24.81M","-0.22%"
"06/07/2023","122.94","127.57","129.55","122.63","34.18M","-3.89%"
"06/06/2023","127.91","126.60","128.88","125.97","19.45M","1.01%"
"06/05/2023","126.63","124.61","127.99","124.38","22.67M","1.12%"
"06/02/2023","125.23","124.49","126.75","124.35","19.37M","0.69%"
"06/01/2023","124.37","123.50","125.04","123.30","25.02M","0.81%"
"05/31/2023","123.37","123.70","124.90","123.10","41.55M","-1.02%"
"05/30/2023","124.64","126.29","126.38","122.89","27.23M","-0.63%"
"05/26/2023","125.43","124.07","126.00","123.29","25.17M","0.87%"
"05/25/2023","124.35","125.21","125.98","122.90","33.81M","2.23%"
"05/24/2023","121.64","121.88","122.75","120.75","23.09M","-1.34%"
"05/23/2023","123.29","124.93","125.42","123.05","24.48M","-2.05%"
"05/22/2023","125.87","123.51","127.05","123.45","29.76M","2.13%"
"05/19/2023","123.25","124.20","126.48","122.72","30.27M","-0.22%"
"05/18/2023","123.52","121.56","123.90","121.49","27.01M","1.68%"
"05/17/2023","121.48","120.18","122.28","119.46","26.66M","1.16%"
"05/16/2023","120.09","116.83","121.20","116.83","32.37M","2.68%"
"05/15/2023","116.96","116.49","118.79","116.48","22.11M","-0.81%"
"05/12/2023","117.92","117.00","118.26","116.55","31.29M","0.87%"
"05/11/2023","116.90","115.86","118.44","114.93","57.12M","4.11%"
"05/10/2023","112.28","108.55","113.51","108.48","47.53M","4.02%"
"05/09/2023","107.94","108.78","110.60","107.72","24.78M","-0.28%"
"05/08/2023","108.24","105.79","108.42","105.79","17.27M","1.91%"
"05/05/2023","106.21","105.32","106.44","104.74","20.71M","0.96%"
"05/04/2023","105.21","106.16","106.30","104.70","19.78M","-0.86%"
"05/03/2023","106.12","106.22","108.13","105.62","17.12M","0.13%"
"05/02/2023","105.98","107.66","107.73","104.50","20.34M","-1.61%"
"05/01/2023","107.71","107.72","108.68","107.50","20.93M","-0.47%"
"04/28/2023","108.22","107.80","108.29","106.04","23.96M","-0.14%"
"04/27/2023","108.37","105.23","109.15","104.42","38.24M","3.75%"
"04/26/2023","104.45","105.56","107.02","103.27","37.07M","-0.15%"
"04/25/2023","104.61","106.61","107.44","104.56","31.41M","-2.03%"
"04/24/2023","106.78","106.05","107.32","105.36","21.41M","0.82%"
"04/21/2023","105.91","106.09","106.64","105.49","22.38M","0.01%"
"04/20/2023","105.90","104.65","106.89","104.64","22.52M","0.84%"
"04/19/2023","105.02","104.21","105.72","103.80","16.73M","-0.10%"
"04/18/2023","105.12","107.00","107.05","104.78","17.64M","-1.22%"
"04/17/2023","106.42","105.43","106.71","105.32","29.04M","-2.78%"
"04/14/2023","109.46","107.69","109.58","107.59","20.76M","1.17%"
"04/13/2023","108.19","106.47","108.26","106.44","21.65M","2.82%"
"04/12/2023","105.22","107.39","107.59","104.97","22.76M","-0.85%"
"04/11/2023","106.12","106.92","107.22","105.28","18.72M","-0.78%"
"04/10/2023","106.95","107.39","107.97","105.60","19.74M","-1.79%"
"04/06/2023","108.90","105.77","109.63","104.82","34.68M","3.76%"
"04/05/2023","104.95","106.12","106.54","104.10","21.86M","-0.16%"
"04/04/2023","105.12","104.84","106.10","104.60","20.38M","0.20%"
"04/03/2023","104.91","102.67","104.95","102.38","20.72M","0.88%"
"03/31/2023","104.00","101.71","104.19","101.44","28.11M","2.65%"
"03/30/2023","101.32","101.44","101.61","100.29","25.01M","-0.57%"
"03/29/2023","101.90","102.72","102.82","101.03","26.15M","0.53%"
"03/28/2023","101.36","103.00","103.00","100.28","24.91M","-1.65%"
"03/27/2023","103.06","105.32","105.40","102.63","25.39M","-2.83%"
"03/24/2023","106.06","105.74","106.16","104.74","25.25M","-0.19%"
"03/23/2023","106.26","105.89","107.10","105.41","31.39M","1.96%"
"03/22/2023","104.22","105.14","107.51","104.21","32.34M","-1.53%"
"03/21/2023","105.84","101.98","105.96","101.86","33.12M","3.84%"
"03/20/2023","101.93","101.06","102.58","100.79","26.03M","-0.52%"
"03/17/2023","102.46","100.84","103.49","100.75","76.14M","1.38%"
"03/16/2023","101.07","96.57","101.97","95.87","54.59M","4.68%"
"03/15/2023","96.55","93.54","97.25","93.04","38.37M","2.44%"
"03/14/2023","94.25","93.07","94.83","92.78","32.30M","2.83%"
"03/13/2023","91.66","90.57","93.08","89.94","31.51M","0.71%"
"03/10/2023","91.01","92.50","93.18","90.80","32.85M","-1.78%"
"03/09/2023","92.66","94.49","95.92","92.36","24.44M","-2.10%"
"03/08/2023","94.65","94.40","96.24","94.40","25.40M","0.51%"
"03/07/2023","94.17","95.42","96.09","93.84","24.10M","-1.48%"
"03/06/2023","95.58","94.36","96.30","94.30","28.29M","1.66%"
"03/03/2023","94.02","92.74","94.11","92.66","30.24M","1.85%"
"03/02/2023","92.31","89.86","92.48","89.77","23.34M","1.99%"
"03/01/2023","90.51","90.16","91.20","89.85","26.32M","0.23%"
"02/28/2023","90.30","89.54","91.45","89.52","30.55M","0.22%"
"02/27/2023","90.10","90.09","90.45","89.61","22.72M","0.84%"
"02/24/2023","89.35","89.63","90.13","88.86","31.30M","-1.89%"
"02/23/2023","91.07","92.13","92.13","90.01","32.42M","-0.80%"
"02/22/2023","91.80","91.93","92.36","90.87","29.89M","-0.27%"
"02/21/2023","92.05","93.24","93.41","92.00","28.37M","-2.69%"
"02/17/2023","94.59","95.07","95.75","93.45","31.10M","-1.24%"
"02/16/2023","95.78","95.54","97.88","94.97","35.64M","-1.36%"
"02/15/2023","97.10","94.74","97.34","94.36","37.03M","2.26%"
"02/14/2023","94.95","94.66","95.18","92.65","42.51M","-0.05%"
"02/13/2023","95.00","95.01","95.35","94.05","43.12M","0.15%"
"02/10/2023","94.86","95.74","97.02","94.53","49.33M","-0.63%"
"02/09/2023","95.46","100.54","100.61","93.86","97.80M","-4.54%"
"02/08/2023","100.00","102.69","103.58","98.46","73.55M","-7.44%"
"02/07/2023","108.04","103.63","108.67","103.55","33.74M","4.42%"
"02/06/2023","103.47","102.68","104.70","102.21","25.57M","-1.66%"
"02/03/2023","105.22","103.51","108.02","103.30","36.82M","-3.29%"
"02/02/2023","108.80","106.79","108.82","106.54","46.62M","7.27%"
"02/01/2023","101.43","99.74","102.19","98.42","26.39M","1.56%"
"01/31/2023","99.87","97.86","99.91","97.79","22.31M","1.96%"
"01/30/2023","97.95","98.75","99.41","97.52","24.37M","-2.74%"
"01/27/2023","100.71","99.05","101.58","98.97","29.02M","1.56%"
"01/26/2023","99.16","98.28","99.21","96.82","24.54M","2.51%"
"01/25/2023","96.73","97.20","97.72","95.26","31.00M","-2.50%"
"01/24/2023","99.21","99.55","101.09","98.70","27.39M","-1.98%"
"01/23/2023","101.21","99.13","101.40","98.75","31.79M","1.94%"
"01/20/2023","99.28","95.95","99.42","95.91","53.70M","5.72%"
"01/19/2023","93.91","91.39","94.40","91.38","28.71M","2.32%"
"01/18/2023","91.78","92.94","93.59","91.40","19.64M","-0.41%"
"01/17/2023","92.16","92.78","92.97","90.84","22.94M","-0.69%"
"01/13/2023","92.80","91.53","92.98","90.93","18.63M","0.97%"
"01/12/2023","91.91","92.40","92.62","90.57","22.75M","-0.38%"
"01/11/2023","92.26","90.06","92.45","89.74","26.00M","3.38%"
"01/10/2023","89.24","86.72","89.47","86.70","22.86M","0.50%"
"01/09/2023","88.80","89.19","90.83","88.58","23.00M","0.73%"
"01/06/2023","88.16","87.36","88.47","85.57","26.61M","1.60%"
"01/05/2023","86.77","88.07","88.21","86.56","23.14M","-2.19%"
"01/04/2023","88.71","91.01","91.24","87.80","27.05M","-1.10%"
"01/03/2023","89.70","89.83","91.55","89.02","20.74M","1.09%"
"12/30/2022","88.73","87.36","88.83","87.03","19.19M","-0.25%"
"12/29/2022","88.95","87.03","89.36","86.99","18.28M","2.88%"
"12/28/2022","86.46","87.50","88.52","86.37","17.88M","-1.67%"
"12/27/2022","87.93","89.31","89.50","87.54","15.47M","-2.09%"
"12/23/2022","89.81","87.62","90.10","87.62","17.82M","1.76%"
"12/22/2022","88.26","88.93","89.18","86.94","23.66M","-2.20%"
"12/21/2022","90.25","89.73","90.92","88.91","20.34M","0.69%"
"12/20/2022","89.63","88.73","89.78","88.04","21.98M","0.54%"
"12/19/2022","89.15","90.88","91.20","88.93","23.02M","-1.88%"
"12/16/2022","90.86","91.20","91.75","90.01","48.49M","-0.37%"
"12/15/2022","91.20","93.54","94.03","90.43","28.30M","-4.31%"
"12/14/2022","95.31","95.54","97.22","93.94","26.45M","-0.56%"
"12/13/2022","95.85","98.07","99.80","95.38","34.79M","2.45%"
"12/12/2022","93.56","93.09","93.87","91.90","27.38M","0.53%"
"12/09/2022","93.07","93.90","94.49","93.02","21.89M","-0.94%"
"12/08/2022","93.95","95.69","95.87","93.80","25.59M","-1.26%"
"12/07/2022","95.15","96.77","97.31","95.03","26.65M","-2.22%"
"12/06/2022","97.31","99.67","100.21","96.76","20.88M","-2.56%"
"12/05/2022","99.87","99.82","101.75","99.36","19.96M","-0.95%"
"12/02/2022","100.83","99.37","101.15","99.17","18.82M","-0.44%"
"12/01/2022","101.28","101.40","102.59","100.67","21.77M","-0.17%"
"11/30/2022","101.45","95.12","101.45","94.67","39.89M","6.30%"
"11/29/2022","95.44","96.00","96.39","94.39","20.22M","-0.84%"
"11/28/2022","96.25","97.20","97.83","95.89","19.98M","-1.38%"
"11/25/2022","97.60","98.46","98.94","97.53","8.57M","-1.23%"
"11/23/2022","98.82","97.34","99.07","97.34","17.57M","1.53%"
"11/22/2022","97.33","96.16","97.55","94.41","18.87M","1.57%"
"11/21/2022","95.83","97.56","98.72","95.67","18.70M","-2.01%"
"11/18/2022","97.80","99.01","99.16","96.74","24.97M","-0.71%"
"11/17/2022","98.50","97.18","99.48","97.10","21.82M","-0.49%"
"11/16/2022","98.99","98.02","99.85","97.90","24.66M","0.27%"
"11/15/2022","98.72","98.67","100.42","97.02","31.83M","2.80%"
"11/14/2022","96.03","95.50","97.18","95.11","24.17M","-0.72%"
"11/11/2022","96.73","94.71","97.36","94.16","30.57M","2.72%"
"11/10/2022","94.17","92.34","94.55","91.65","42.37M","7.75%"
"11/09/2022","87.40","88.54","89.49","87.36","26.74M","-1.70%"
"11/08/2022","88.91","89.16","90.40","87.65","30.17M","0.29%"
"11/07/2022","88.65","87.34","88.94","86.96","26.90M","2.25%"
"11/04/2022","86.70","85.51","86.73","83.88","40.17M","3.84%"
"11/03/2022","83.49","86.35","86.55","83.45","48.51M","-4.11%"
"11/02/2022","87.07","90.91","91.30","87.01","43.55M","-3.79%"
"11/01/2022","90.50","95.59","96.17","90.43","43.22M","-4.39%"
"10/31/2022","94.66","95.78","96.35","94.38","29.87M","-1.99%"
"10/28/2022","96.58","92.53","96.86","92.32","35.70M","4.30%"
"10/27/2022","92.60","94.31","95.17","91.90","54.04M","-2.34%"
"10/26/2022","94.82","96.76","98.54","94.57","71.67M","-9.63%"
"10/25/2022","104.93","103.30","105.10","103.02","29.91M","1.90%"
"10/24/2022","102.97","102.09","103.10","100.30","24.68M","1.47%"
"10/21/2022","101.48","98.46","101.62","98.23","28.99M","0.94%"
"10/20/2022","100.53","100.82","103.00","99.97","25.13M","0.24%"
"10/19/2022","100.29","100.70","101.66","99.64","21.57M","-1.08%"
"10/18/2022","101.39","103.94","104.22","100.65","21.61M","0.61%"
"10/17/2022","100.78","99.52","101.77","99.51","23.31M","3.70%"
"10/14/2022","97.18","100.63","101.29","97.03","22.62M","-2.54%"
"10/13/2022","99.71","95.93","100.53","95.27","32.81M","1.43%"
"10/12/2022","98.30","98.27","99.65","97.67","17.34M","0.25%"
"10/11/2022","98.05","98.25","100.12","97.25","21.62M","-0.67%"
"10/10/2022","98.71","99.85","99.99","97.87","16.53M","-0.86%"
"10/07/2022","99.57","100.65","101.42","99.21","24.25M","-2.61%"
"10/06/2022","102.24","101.50","103.73","101.50","17.16M","0.02%"
"10/05/2022","102.22","100.69","102.74","99.74","18.48M","-0.19%"
"10/04/2022","102.41","101.04","102.72","101.04","22.58M","3.13%"
"10/03/2022","99.30","97.22","99.97","97.02","24.84M","3.28%"
"09/30/2022","96.15","97.73","99.49","96.03","26.28M","-1.98%"
"09/29/2022","98.09","99.30","99.30","96.52","21.92M","-2.63%"
"09/28/2022","100.74","98.02","101.40","97.80","24.62M","2.70%"
"09/27/2022","98.09","99.91","100.46","97.34","24.22M","-0.73%"
"09/26/2022","98.81","98.61","100.44","98.38","22.44M","-0.36%"
"09/23/2022","99.17","100.06","100.11","98.01","25.66M","-1.39%"
"09/22/2022","100.57","99.45","101.68","99.41","21.27M","0.56%"
"09/21/2022","100.01","102.24","103.49","99.99","26.60M","-1.79%"
"09/20/2022","101.83","102.88","103.17","101.12","24.00M","-1.95%"
"09/19/2022","103.85","102.54","104.02","102.37","19.74M","0.21%"
"09/16/2022","103.63","102.97","104.03","101.86","64.54M","-0.26%"
