"Date","Price","Open","High","Low","Vol.","Change %"
"07/11/2024","155.26","155.00","156.68","154.22","8.32M","0.08%"
"07/10/2024","155.13","152.50","155.44","152.30","5.42M","1.41%"
"07/09/2024","152.98","153.00","154.76","152.35","5.30M","-0.87%"
"07/08/2024","154.33","153.32","155.28","153.32","4.99M","0.01%"
"07/05/2024","154.31","156.55","156.55","153.68","6.18M","-1.53%"
"07/03/2024","156.71","156.94","157.74","156.56","3.26M","-0.03%"
"07/02/2024","156.75","157.68","157.72","155.45","7.22M","0.15%"
"07/01/2024","156.52","157.16","158.70","155.98","5.58M","0.06%"
"06/28/2024","156.42","157.52","158.58","156.17","11.28M","0.06%"
"06/27/2024","156.32","156.70","156.94","155.63","5.57M","0.24%"
"06/26/2024","155.95","158.46","158.46","155.79","8.64M","-1.58%"
"06/25/2024","158.46","159.12","159.36","157.67","6.06M","-0.53%"
"06/24/2024","159.31","156.27","159.54","156.19","7.97M","2.60%"
"06/21/2024","155.28","156.80","157.66","155.22","21.29M","-0.87%"
"06/20/2024","156.64","153.71","157.41","153.25","8.34M","2.16%"
"06/18/2024","153.33","153.55","155.95","152.84","6.94M","0.09%"
"06/17/2024","153.19","152.50","153.93","151.93","6.32M","0.41%"
"06/14/2024","152.57","153.13","153.29","151.97","6.16M","-0.18%"
"06/13/2024","152.84","153.77","154.09","152.23","6.16M","-0.89%"
"06/12/2024","154.22","157.49","157.63","152.40","10.02M","-1.45%"
"06/11/2024","156.49","156.17","156.75","154.48","5.13M","-0.16%"
"06/10/2024","156.74","156.41","158.20","156.32","7.08M","0.42%"
"06/07/2024","156.08","155.71","157.69","155.13","5.89M","0.10%"
"06/06/2024","155.93","154.50","156.02","153.39","5.22M","0.61%"
"06/05/2024","154.98","156.16","157.02","154.53","7.06M","-0.74%"
"06/04/2024","156.13","155.72","156.35","154.11","6.36M","-0.84%"
"06/03/2024","157.46","161.49","161.68","156.46","9.01M","-2.98%"
"05/31/2024","162.30","158.63","162.58","158.51","10.33M","2.55%"
"05/30/2024","158.26","156.85","158.46","156.81","6.37M","0.87%"
"05/29/2024","156.90","158.02","158.49","156.44","5.91M","-1.35%"
"05/28/2024","159.04","158.12","159.42","157.95","6.93M","0.82%"
"05/24/2024","157.75","158.08","158.97","157.30","4.48M","0.52%"
"05/23/2024","156.94","157.92","158.60","156.33","6.72M","-0.40%"
"05/22/2024","157.57","159.52","159.52","156.52","6.26M","-1.50%"
"05/21/2024","159.97","160.58","161.46","159.74","4.78M","-0.73%"
"05/20/2024","161.14","162.72","163.00","161.07","4.91M","-0.94%"
"05/17/2024","162.67","161.75","162.97","161.19","5.50M","0.98%"
"05/16/2024","161.09","161.53","162.00","160.48","6.41M","-1.20%"
"05/15/2024","163.05","163.13","163.80","160.17","7.60M","-0.34%"
"05/14/2024","163.61","164.34","165.20","163.02","4.92M","-0.56%"
"05/13/2024","164.53","166.48","166.91","162.98","6.85M","-0.78%"
"05/10/2024","165.82","166.04","166.42","165.02","5.49M","0.22%"
"05/09/2024","165.45","163.02","165.51","162.73","6.68M","1.79%"
"05/08/2024","162.54","161.95","163.08","161.54","6.71M","-0.08%"
"05/07/2024","162.67","162.31","163.15","162.02","6.87M","0.23%"
"05/06/2024","162.30","160.73","164.02","160.73","8.43M","1.28%"
"05/03/2024","160.25","160.66","160.66","157.04","11.66M","-0.30%"
"05/02/2024","160.73","160.41","161.77","159.89","8.60M","0.69%"
"05/01/2024","159.63","160.78","161.45","158.90","7.71M","-1.02%"
"04/30/2024","161.27","165.97","166.12","160.95","8.46M","-3.04%"
"04/29/2024","166.33","165.91","167.11","164.69","6.37M","0.27%"
"04/26/2024","165.89","165.23","166.98","163.30","9.74M","0.37%"
"04/25/2024","165.28","163.70","165.60","162.67","9.70M","1.05%"
"04/24/2024","163.57","161.88","163.84","161.45","7.61M","0.44%"
"04/23/2024","162.85","161.31","162.85","160.60","5.60M","0.57%"
"04/22/2024","161.92","159.95","162.70","158.44","6.78M","1.20%"
"04/19/2024","160.00","158.75","160.75","158.15","7.73M","1.54%"
"04/18/2024","157.57","157.14","158.04","156.39","4.98M","0.75%"
"04/17/2024","156.40","155.99","157.71","155.64","6.73M","0.08%"
"04/16/2024","156.28","157.30","157.81","155.42","5.54M","-0.83%"
"04/15/2024","157.59","159.94","160.49","157.36","7.24M","-0.86%"
"04/12/2024","158.96","162.29","163.87","158.04","11.07M","-1.81%"
"04/11/2024","161.89","163.62","163.62","159.80","7.68M","-0.48%"
"04/10/2024","162.67","162.21","162.77","161.01","7.53M","0.41%"
"04/09/2024","162.00","161.85","162.53","160.46","6.58M","0.45%"
"04/08/2024","161.27","161.65","162.50","160.33","7.25M","-0.20%"
"04/05/2024","161.60","161.33","162.17","159.86","7.43M","0.57%"
"04/04/2024","160.69","160.80","161.95","159.82","9.27M","0.16%"
"04/03/2024","160.44","160.10","160.95","159.72","7.82M","0.41%"
"04/02/2024","159.78","160.05","161.22","159.02","8.82M","0.44%"
"04/01/2024","159.08","158.27","159.59","156.94","6.29M","0.85%"
"03/28/2024","157.74","157.15","158.19","156.37","8.33M","0.89%"
"03/27/2024","156.35","154.87","156.44","154.85","7.42M","0.70%"
"03/26/2024","155.27","156.52","156.86","154.65","6.68M","-0.77%"
"03/25/2024","156.47","155.48","157.31","155.27","6.06M","1.17%"
"03/22/2024","154.66","155.08","155.28","154.16","5.97M","-0.13%"
"03/21/2024","154.86","154.95","155.69","154.41","7.90M","0.20%"
"03/20/2024","154.55","155.76","156.43","154.23","8.45M","-1.32%"
"03/19/2024","156.62","155.30","156.84","155.01","7.74M","0.78%"
"03/18/2024","155.41","156.03","156.67","154.94","7.24M","-0.09%"
"03/15/2024","155.55","155.19","157.04","154.42","20.39M","-0.10%"
"03/14/2024","155.70","153.77","155.73","152.76","9.05M","1.18%"
"03/13/2024","153.89","153.24","154.88","153.15","8.07M","1.32%"
"03/12/2024","151.89","151.83","152.57","150.79","6.43M","-0.07%"
"03/11/2024","152.00","150.50","152.08","149.59","7.58M","1.41%"
"03/08/2024","149.88","149.37","149.99","148.39","7.53M","0.34%"
"03/07/2024","149.37","148.50","150.75","148.45","8.74M","0.70%"
"03/06/2024","148.33","150.83","152.41","148.14","14.69M","-0.84%"
"03/05/2024","149.59","148.83","150.62","148.30","6.99M","0.48%"
"03/04/2024","148.88","152.50","152.59","147.67","12.50M","-2.57%"
"03/01/2024","152.81","153.05","154.35","152.25","7.46M","0.53%"
"02/29/2024","152.01","152.91","153.24","151.48","9.33M","-0.22%"
"02/28/2024","152.34","152.36","153.86","151.78","6.72M","0.12%"
"02/27/2024","152.16","153.20","153.88","149.90","15.09M","-1.48%"
"02/26/2024","154.45","154.54","155.55","153.83","6.90M","-0.14%"
"02/23/2024","154.66","154.87","154.92","153.25","6.56M","-0.50%"
"02/22/2024","155.43","154.82","156.63","153.83","8.87M","-0.01%"
"02/21/2024","155.44","154.57","155.57","154.10","6.63M","0.94%"
"02/20/2024","154.00","155.47","155.61","153.83","6.98M","-0.41%"
"02/16/2024","154.63","155.37","155.77","154.09","7.57M","0.11%"
"02/15/2024","154.46","149.91","155.09","149.67","8.95M","2.28%"
"02/14/2024","151.01","151.28","152.20","150.08","6.00M","0.27%"
"02/13/2024","150.60","152.62","153.07","149.60","6.99M","-0.97%"
"02/12/2024","152.08","151.62","152.61","151.39","6.71M","0.69%"
"02/09/2024","151.04","154.42","155.32","150.98","9.19M","-1.96%"
"02/08/2024","154.06","151.95","154.30","151.65","9.24M","1.27%"
"02/07/2024","152.13","153.02","153.78","151.17","6.25M","-0.14%"
"02/06/2024","152.35","152.50","153.54","151.81","6.20M","0.01%"
"02/05/2024","152.33","151.62","153.51","150.79","8.28M","0.06%"
"02/02/2024","152.24","150.86","153.38","149.55","12.84M","2.94%"
"02/01/2024","147.89","148.19","149.02","146.52","8.14M","0.31%"
"01/31/2024","147.43","150.37","150.38","147.34","10.43M","-1.79%"
"01/30/2024","150.12","148.18","150.31","147.71","9.90M","0.70%"
"01/29/2024","149.08","149.09","149.22","147.11","10.49M","-0.04%"
"01/26/2024","149.14","148.03","149.26","146.98","9.15M","0.38%"
"01/25/2024","148.57","146.22","148.69","145.23","9.77M","2.52%"
"01/24/2024","144.92","142.70","144.98","142.22","8.10M","1.99%"
"01/23/2024","142.09","141.99","143.33","141.90","6.77M","-0.28%"
"01/22/2024","142.49","141.91","142.66","140.92","9.18M","0.18%"
"01/19/2024","142.24","141.73","142.25","141.01","11.19M","0.30%"
"01/18/2024","141.82","143.00","143.19","139.62","11.19M","-0.91%"
"01/17/2024","143.12","142.42","144.02","142.04","8.17M","-0.40%"
"01/16/2024","143.69","146.51","146.58","143.58","9.38M","-2.43%"
"01/12/2024","147.27","147.83","148.50","146.17","9.39M","1.37%"
"01/11/2024","145.28","145.56","146.17","144.62","8.61M","0.54%"
"01/10/2024","144.50","146.02","146.02","144.11","8.49M","-0.82%"
"01/09/2024","145.70","149.95","149.95","145.59","11.78M","-2.54%"
"01/08/2024","149.50","148.42","149.70","146.58","10.04M","-0.60%"
"01/05/2024","150.40","151.98","152.03","149.83","7.46M","-0.17%"
"01/04/2024","150.66","153.66","154.35","150.59","8.22M","-1.10%"
"01/03/2024","152.33","149.39","153.19","148.68","10.26M","1.91%"
"01/02/2024","149.48","149.99","151.48","149.24","8.88M","0.21%"
"12/29/2023","149.16","150.03","150.23","148.67","7.66M","-0.41%"
"12/28/2023","149.77","151.18","152.02","149.40","8.15M","-1.41%"
"12/27/2023","151.91","152.27","152.97","151.34","5.34M","-0.33%"
"12/26/2023","152.41","152.07","153.01","151.90","5.17M","0.90%"
"12/22/2023","151.05","151.74","152.39","150.75","6.40M","0.23%"
"12/21/2023","150.71","150.78","150.80","149.22","7.26M","0.31%"
"12/20/2023","150.25","152.15","153.06","150.06","9.37M","-0.92%"
"12/19/2023","151.64","149.96","151.83","149.49","8.74M","1.31%"
"12/18/2023","149.68","150.83","152.12","149.32","11.56M","0.22%"
"12/15/2023","149.35","147.32","149.82","147.32","30.85M","-0.39%"
"12/14/2023","149.93","145.85","149.93","145.85","14.96M","3.68%"
"12/13/2023","144.61","142.17","144.68","141.65","10.64M","1.48%"
"12/12/2023","142.50","143.17","143.59","141.75","9.86M","-1.28%"
"12/11/2023","144.35","144.84","145.40","143.82","9.85M","0.03%"
"12/08/2023","144.31","143.51","144.67","143.12","10.82M","1.33%"
"12/07/2023","142.42","143.51","144.01","140.99","14.79M","-0.08%"
"12/06/2023","142.53","141.90","144.03","141.35","18.08M","-0.23%"
"12/05/2023","142.86","144.76","145.07","142.63","9.60M","-1.39%"
"12/04/2023","144.87","144.00","145.70","143.25","11.84M","0.04%"
"12/01/2023","144.81","143.49","146.51","142.60","11.91M","0.84%"
"11/30/2023","143.60","144.98","146.01","142.03","16.28M","-0.22%"
"11/29/2023","143.91","146.39","146.49","143.06","16.42M","-1.10%"
"11/28/2023","145.51","144.78","146.52","144.06","9.75M","0.80%"
"11/27/2023","144.36","144.65","144.82","142.85","9.85M","-0.37%"
"11/24/2023","144.90","144.30","145.94","144.20","3.86M","0.39%"
"11/22/2023","144.33","141.74","144.39","140.72","7.22M","0.20%"
"11/21/2023","144.04","143.83","144.30","142.70","6.78M","-0.24%"
"11/20/2023","144.38","144.63","145.69","144.27","8.06M","-0.06%"
"11/17/2023","144.46","142.95","145.18","142.40","11.08M","1.90%"
"11/16/2023","141.77","143.02","143.51","140.74","14.03M","-2.60%"
"11/15/2023","145.56","144.86","146.64","144.41","10.05M","0.35%"
"11/14/2023","145.05","144.48","145.50","143.86","11.22M","0.73%"
"11/13/2023","144.00","143.15","144.30","142.85","8.75M","0.73%"
"11/10/2023","142.95","143.29","143.44","141.73","11.99M","0.71%"
"11/09/2023","141.94","143.05","143.91","141.78","10.36M","-0.32%"
"11/08/2023","142.40","143.88","144.65","142.25","12.65M","-1.39%"
"11/07/2023","144.41","145.16","145.61","143.24","15.05M","-1.76%"
"11/06/2023","147.00","148.73","149.33","146.69","10.63M","-0.41%"
"11/03/2023","147.61","148.30","148.56","146.15","13.16M","-0.77%"
"11/02/2023","148.76","144.54","149.00","143.83","11.10M","3.32%"
"11/01/2023","143.98","145.98","146.01","143.82","10.82M","-1.20%"
"10/31/2023","145.73","146.10","146.52","144.23","14.26M","-0.25%"
"10/30/2023","146.09","145.66","146.44","144.32","13.86M","1.21%"
"10/27/2023","144.35","150.72","151.25","143.96","24.52M","-6.72%"
"10/26/2023","154.75","155.01","155.18","153.63","10.83M","-0.72%"
"10/25/2023","155.87","156.94","157.41","155.17","10.50M","-0.50%"
"10/24/2023","156.65","160.89","161.08","156.47","17.69M","-2.51%"
"10/23/2023","160.68","163.30","164.43","160.25","16.23M","-3.69%"
"10/20/2023","166.83","168.41","169.10","166.10","7.46M","-1.34%"
"10/19/2023","169.10","168.70","170.17","167.51","6.58M","0.11%"
"10/18/2023","168.92","168.47","169.70","167.58","6.89M","0.79%"
"10/17/2023","167.59","164.83","168.20","164.65","7.54M","1.32%"
"10/16/2023","165.40","165.34","165.81","163.85","5.45M","0.82%"
"10/13/2023","164.06","163.41","164.84","162.30","8.04M","1.76%"
"10/12/2023","161.23","163.26","163.26","160.90","7.40M","0.08%"
"10/11/2023","161.10","165.07","165.08","160.48","12.57M","-3.27%"
"10/10/2023","166.54","166.76","167.40","165.68","6.51M","-0.11%"
"10/09/2023","166.72","166.38","168.19","164.95","8.18M","2.77%"
"10/06/2023","162.23","164.31","164.37","158.99","10.19M","-1.02%"
"10/05/2023","163.90","161.42","164.75","161.39","8.07M","0.53%"
"10/04/2023","163.04","164.70","164.98","161.49","9.66M","-2.33%"
"10/03/2023","166.93","165.92","167.36","165.51","6.17M","0.23%"
"10/02/2023","166.54","168.34","168.57","165.23","6.84M","-1.23%"
"09/29/2023","168.62","170.49","170.50","167.82","7.40M","-1.15%"
"09/28/2023","170.59","170.55","171.70","169.43","7.15M","-0.26%"
"09/27/2023","171.04","169.37","171.23","168.81","9.12M","1.93%"
"09/26/2023","167.80","167.44","168.41","166.98","5.66M","-0.54%"
"09/25/2023","168.71","166.33","168.78","165.99","5.51M","1.46%"
"09/22/2023","166.28","166.23","167.42","165.94","5.97M","0.66%"
"09/21/2023","165.19","167.12","167.87","165.05","7.15M","-0.90%"
"09/20/2023","166.69","167.07","168.51","166.60","5.94M","-0.31%"
"09/19/2023","167.20","168.69","168.96","166.43","6.62M","-0.01%"
"09/18/2023","167.22","167.87","168.36","166.40","7.03M","0.43%"
"09/15/2023","166.50","166.21","168.37","165.88","17.44M","-0.44%"
"09/14/2023","167.23","167.70","168.50","167.12","8.82M","0.62%"
"09/13/2023","166.20","167.40","167.75","165.58","5.76M","-0.37%"
"09/12/2023","166.81","165.30","167.19","165.10","7.52M","1.86%"
"09/11/2023","163.76","168.08","168.59","162.87","7.16M","-2.06%"
"09/08/2023","167.21","167.42","168.49","166.71","7.44M","0.34%"
"09/07/2023","166.64","167.14","167.90","166.28","7.93M","0.01%"
"09/06/2023","166.63","166.28","167.44","165.58","7.20M","0.10%"
"09/05/2023","166.46","165.28","167.56","165.20","9.76M","1.31%"
"09/01/2023","164.30","162.64","164.69","162.64","6.66M","1.99%"
"08/31/2023","161.10","161.01","161.24","159.93","7.00M","0.57%"
"08/30/2023","160.18","160.59","161.25","159.93","5.53M","0.14%"
"08/29/2023","159.96","160.91","160.95","159.10","5.37M","-0.16%"
"08/28/2023","160.21","159.53","161.80","159.21","4.39M","0.69%"
"08/25/2023","159.12","159.07","159.91","157.65","5.29M","0.75%"
"08/24/2023","157.94","157.73","159.89","157.56","5.99M","-0.82%"
"08/23/2023","159.25","158.14","159.40","156.70","4.98M","0.13%"
"08/22/2023","159.04","160.49","161.25","158.97","6.08M","-0.82%"
"08/21/2023","160.36","161.20","162.07","159.45","6.80M","-0.34%"
"08/18/2023","160.90","158.38","161.32","158.16","6.00M","0.72%"
"08/17/2023","159.75","159.18","162.14","158.97","8.27M","0.71%"
"08/16/2023","158.63","160.52","161.83","158.47","7.92M","-0.38%"
"08/15/2023","159.24","163.40","163.41","159.10","7.88M","-2.92%"
"08/14/2023","164.03","163.77","164.25","162.61","6.06M","-0.07%"
"08/11/2023","164.15","160.50","164.17","160.18","6.68M","2.06%"
"08/10/2023","160.83","160.33","162.48","159.62","8.65M","0.61%"
"08/09/2023","159.86","160.86","161.44","159.31","10.53M","0.13%"
"08/08/2023","159.65","157.94","159.79","156.22","6.45M","-0.15%"
"08/07/2023","159.89","161.01","161.38","159.08","13.93M","0.36%"
"08/04/2023","159.31","160.66","163.02","159.04","10.19M","-0.23%"
"08/03/2023","159.67","159.91","161.70","158.85","6.68M","-0.04%"
"08/02/2023","159.73","161.17","161.22","158.06","7.07M","-1.58%"
"08/01/2023","162.30","163.64","163.64","160.55","7.53M","-0.83%"
"07/31/2023","163.66","161.13","163.98","160.62","13.06M","3.02%"
"07/28/2023","158.87","158.41","159.00","156.51","6.55M","-0.49%"
"07/27/2023","159.66","162.09","162.47","159.22","6.47M","-1.04%"
"07/26/2023","161.34","160.88","162.09","160.55","6.06M","-0.75%"
"07/25/2023","162.56","161.91","163.51","160.66","6.77M","0.46%"
"07/24/2023","161.82","160.47","164.04","160.01","9.72M","1.97%"
"07/21/2023","158.69","157.53","158.83","157.06","8.76M","1.46%"
"07/20/2023","156.40","156.16","157.19","155.71","5.87M","1.11%"
"07/19/2023","154.69","153.83","155.78","153.28","5.65M","0.61%"
"07/18/2023","153.75","152.67","156.07","152.37","6.80M","0.20%"
"07/17/2023","153.44","153.35","154.14","152.64","4.35M","-0.09%"
"07/14/2023","153.58","157.01","157.02","153.30","7.07M","-2.50%"
"07/13/2023","157.51","159.84","160.60","156.57","8.14M","-1.33%"
"07/12/2023","159.64","159.22","160.34","158.33","6.46M","0.96%"
"07/11/2023","158.12","156.00","158.40","155.66","5.06M","1.85%"
"07/10/2023","155.25","153.93","155.79","153.92","5.17M","0.67%"
"07/07/2023","154.22","152.14","155.99","151.96","6.60M","0.88%"
"07/06/2023","152.88","155.20","155.83","151.63","9.21M","-2.19%"
"07/05/2023","156.31","157.70","157.70","155.12","6.32M","-0.57%"
"07/03/2023","157.21","157.18","158.10","156.70","3.27M","-0.09%"
"06/30/2023","157.35","157.46","157.92","156.60","6.35M","0.71%"
"06/29/2023","156.24","155.43","156.27","154.44","5.63M","0.85%"
"06/28/2023","154.92","153.44","155.02","152.19","5.77M","0.91%"
"06/27/2023","153.53","153.50","154.71","152.82","6.58M","-0.31%"
"06/26/2023","154.01","151.62","154.97","151.54","7.37M","1.76%"
"06/23/2023","151.35","151.01","151.70","150.13","15.17M","-0.85%"
"06/22/2023","152.64","153.35","153.59","151.97","7.09M","-1.45%"
"06/21/2023","154.88","152.67","155.96","152.50","7.33M","0.78%"
"06/20/2023","153.68","156.15","156.57","152.24","10.44M","-2.28%"
"06/16/2023","157.26","158.57","159.24","157.26","22.88M","-0.64%"
"06/15/2023","158.28","157.32","159.79","157.32","7.71M","0.76%"
"06/14/2023","157.09","159.98","160.77","156.15","7.72M","-0.90%"
"06/13/2023","158.51","158.52","160.58","158.27","7.66M","0.75%"
"06/12/2023","157.33","157.06","159.33","156.23","7.16M","-0.96%"
"06/09/2023","158.86","159.28","160.39","158.62","6.67M","-0.24%"
"06/08/2023","159.24","160.16","160.49","157.09","7.14M","-0.37%"
"06/07/2023","159.83","156.55","160.21","156.50","9.90M","2.59%"
"06/06/2023","155.79","153.33","156.16","153.20","6.18M","0.18%"
"06/05/2023","155.51","158.45","158.45","155.24","7.21M","-0.48%"
"06/02/2023","156.26","154.58","156.75","153.61","9.46M","2.69%"
"06/01/2023","152.16","151.30","153.74","149.74","9.89M","1.02%"
"05/31/2023","150.62","151.54","152.42","150.36","13.35M","-1.63%"
"05/30/2023","153.12","151.67","153.26","151.21","7.81M","-0.62%"
"05/26/2023","154.08","155.29","155.63","153.46","7.74M","-0.31%"
"05/25/2023","154.56","154.68","155.63","153.50","7.04M","-1.72%"
"05/24/2023","157.27","157.95","158.57","156.29","7.06M","0.27%"
"05/23/2023","156.85","154.14","157.68","153.84","10.44M","2.89%"
"05/22/2023","152.44","153.79","154.83","152.09","11.66M","-1.80%"
"05/19/2023","155.23","154.89","156.44","153.99","8.10M","0.79%"
"05/18/2023","154.01","152.87","154.24","151.53","7.48M","-1.09%"
"05/17/2023","155.71","154.79","156.42","153.96","6.17M","1.43%"
"05/16/2023","153.51","156.48","157.02","153.33","7.01M","-2.35%"
"05/15/2023","157.20","157.23","158.16","156.23","5.10M","0.37%"
"05/12/2023","156.62","157.00","157.93","155.56","4.90M","0.26%"
"05/11/2023","156.22","155.38","156.32","153.89","6.67M","-0.55%"
"05/10/2023","157.09","160.44","160.44","155.88","6.16M","-1.28%"
"05/09/2023","159.12","158.11","160.41","157.91","5.02M","-0.29%"
"05/08/2023","159.58","161.57","162.30","159.52","5.03M","-0.39%"
"05/05/2023","160.21","159.30","161.12","158.78","5.80M","2.55%"
"05/04/2023","156.22","157.11","158.20","155.42","7.50M","-0.39%"
"05/03/2023","156.83","158.15","159.57","156.74","7.54M","-2.01%"
"05/02/2023","160.04","165.32","165.38","158.45","10.70M","-4.31%"
"05/01/2023","167.24","167.71","168.73","166.36","6.10M","-0.79%"
"04/28/2023","168.58","164.50","168.94","164.05","10.04M","0.98%"
"04/27/2023","166.95","166.43","167.39","165.07","6.42M","0.58%"
"04/26/2023","165.98","168.21","168.95","165.23","5.93M","-1.78%"
"04/25/2023","168.99","170.32","170.40","168.43","5.81M","-1.45%"
"04/24/2023","171.48","169.10","172.38","168.58","7.18M","1.40%"
"04/21/2023","169.12","169.83","170.59","168.84","7.18M","-0.43%"
"04/20/2023","169.85","168.76","170.06","168.02","5.85M","-0.49%"
"04/19/2023","170.68","169.46","170.74","169.10","5.51M","0.09%"
"04/18/2023","170.52","170.82","172.39","170.13","8.05M","-0.23%"
"04/17/2023","170.92","172.39","172.54","170.22","7.01M","-0.88%"
"04/14/2023","172.44","172.50","172.88","171.22","4.93M","0.20%"
"04/13/2023","172.09","170.25","172.47","169.82","6.86M","1.34%"
"04/12/2023","169.82","170.45","171.12","169.47","6.16M","0.35%"
"04/11/2023","169.22","169.07","170.34","168.07","5.47M","0.55%"
"04/10/2023","168.29","168.49","169.68","167.31","5.92M","0.38%"
"04/06/2023","167.65","169.35","169.41","167.13","5.80M","-1.31%"
"04/05/2023","169.88","169.26","170.44","167.74","6.48M","0.50%"
"04/04/2023","169.04","171.14","171.14","167.72","7.52M","-0.54%"
"04/03/2023","169.95","169.80","171.10","168.92","12.87M","4.16%"
"03/31/2023","163.16","162.70","163.72","162.15","7.04M","0.47%"
"03/30/2023","162.39","162.25","163.01","161.58","6.32M","0.95%"
"03/29/2023","160.86","160.62","161.32","159.33","7.57M","0.86%"
"03/28/2023","159.49","157.28","160.19","156.68","5.61M","1.17%"
"03/27/2023","157.65","157.40","158.48","155.69","7.01M","1.02%"
"03/24/2023","156.06","152.10","156.65","151.83","6.60M","1.00%"
"03/23/2023","154.52","157.02","158.76","153.14","7.86M","-0.99%"
"03/22/2023","156.07","159.87","160.06","155.93","6.31M","-2.03%"
"03/21/2023","159.31","157.16","159.57","156.47","9.75M","3.06%"
"03/20/2023","154.58","151.74","155.78","151.29","8.46M","1.47%"
"03/17/2023","152.34","153.62","155.38","150.60","33.16M","-1.26%"
"03/16/2023","154.29","150.16","155.46","149.91","12.85M","0.32%"
"03/15/2023","153.80","155.59","157.95","152.01","14.06M","-4.33%"
"03/14/2023","160.76","158.26","164.02","157.88","10.04M","1.29%"
"03/13/2023","158.71","156.44","160.95","153.80","10.11M","-0.60%"
"03/10/2023","159.67","160.94","164.67","158.67","7.39M","-0.52%"
"03/09/2023","160.51","163.79","165.49","160.19","6.21M","-1.52%"
"03/08/2023","162.99","163.23","165.29","161.38","5.44M","-0.63%"
"03/07/2023","164.03","165.70","166.60","163.58","7.39M","-1.29%"
"03/06/2023","166.17","164.34","166.80","163.81","7.70M","0.73%"
"03/03/2023","164.96","160.87","165.58","160.42","6.01M","1.48%"
"03/02/2023","162.56","161.98","163.49","161.59","5.58M","0.31%"
"03/01/2023","162.05","160.92","163.59","160.59","7.47M","0.80%"
"02/28/2023","160.77","164.32","164.32","160.28","10.85M","-1.26%"
"02/27/2023","162.82","163.01","163.37","161.92","6.39M","0.25%"
"02/24/2023","162.41","160.77","162.60","159.15","5.33M","0.30%"
"02/23/2023","161.93","162.25","162.84","160.56","6.45M","0.99%"
"02/22/2023","160.35","160.28","161.66","158.91","6.21M","-0.40%"
"02/21/2023","161.00","162.18","163.75","160.70","7.26M","-1.14%"
"02/17/2023","162.85","164.73","164.84","161.85","9.61M","-2.23%"
"02/16/2023","166.57","168.19","168.66","166.40","6.73M","-1.44%"
"02/15/2023","169.01","169.40","169.52","167.50","8.89M","-1.92%"
"02/14/2023","172.32","170.48","173.51","169.98","8.08M","0.77%"
"02/13/2023","171.01","171.32","171.90","169.77","9.44M","-0.56%"
"02/10/2023","171.97","170.80","172.73","170.78","11.60M","2.10%"
"02/09/2023","168.44","170.23","170.66","168.00","10.12M","-0.92%"
"02/08/2023","170.00","172.48","174.07","169.46","9.78M","-2.35%"
"02/07/2023","174.09","170.07","174.39","169.61","10.26M","2.62%"
"02/06/2023","169.64","169.56","170.12","167.37","7.66M","0.11%"
"02/03/2023","169.45","169.86","171.55","168.49","8.40M","0.26%"
"02/02/2023","169.01","171.13","171.43","166.82","10.46M","-1.37%"
"02/01/2023","171.36","173.31","173.66","169.54","11.53M","-1.53%"
"01/31/2023","174.02","172.75","174.63","171.42","14.48M","-0.10%"
"01/30/2023","174.20","178.00","178.34","173.67","11.48M","-2.93%"
"01/27/2023","179.45","184.23","184.23","177.91","19.65M","-4.44%"
"01/26/2023","187.79","184.99","187.81","183.48","14.31M","4.86%"
"01/25/2023","179.08","179.29","180.03","176.35","6.73M","-0.97%"
"01/24/2023","180.83","181.09","182.00","178.70","5.99M","0.09%"
"01/23/2023","180.66","181.21","182.55","180.03","8.38M","-0.13%"
"01/20/2023","180.90","178.81","181.36","177.52","10.48M","1.06%"
"01/19/2023","179.00","176.61","179.95","176.16","5.91M","1.00%"
"01/18/2023","177.23","180.82","182.38","176.94","8.90M","-1.81%"
"01/17/2023","180.49","178.44","181.32","178.18","10.70M","1.65%"
"01/13/2023","177.56","177.09","177.99","175.68","5.73M","0.27%"
"01/12/2023","177.08","175.99","178.37","175.90","6.89M","1.07%"
"01/11/2023","175.20","177.89","178.14","174.30","6.96M","-0.48%"
"01/10/2023","176.04","176.40","176.71","173.72","8.31M","0.49%"
"01/09/2023","175.18","178.26","178.33","174.38","8.39M","-0.78%"
"01/06/2023","176.56","177.02","179.39","175.70","7.19M","0.75%"
"01/05/2023","175.24","171.50","176.19","171.24","6.09M","1.80%"
"01/04/2023","172.14","170.95","174.29","170.85","7.68M","-1.06%"
"01/03/2023","173.99","178.04","179.00","171.51","7.57M","-3.06%"
"12/30/2022","179.49","178.03","179.95","177.70","5.01M","0.66%"
"12/29/2022","178.32","176.65","179.20","176.65","4.14M","0.76%"
"12/28/2022","176.98","178.86","179.30","175.93","4.49M","-1.48%"
"12/27/2022","179.63","178.36","180.23","177.40","5.17M","1.26%"
"12/23/2022","177.40","174.10","177.58","173.69","6.08M","3.09%"
"12/22/2022","172.08","175.16","175.21","168.33","5.76M","-1.50%"
"12/21/2022","174.70","175.19","175.96","173.16","5.48M","1.18%"
"12/20/2022","172.67","169.81","173.29","169.60","6.20M","1.64%"
"12/19/2022","169.88","170.11","170.82","168.25","7.13M","0.69%"
"12/16/2022","168.72","168.53","170.15","167.10","23.88M","-1.36%"
"12/15/2022","171.04","170.60","171.37","168.05","7.27M","-0.75%"
