"Date","Price","Open","High","Low","Vol.","Change %"
"02/22/2024","813.44","811.04","816.33","808.08","549.65K","0.99%"
"02/21/2024","805.45","798.81","806.06","795.42","419.37K","0.92%"
"02/20/2024","798.11","789.28","801.53","787.57","582.34K","0.52%"
"02/16/2024","794.00","795.09","798.00","791.13","393.78K","-0.51%"
"02/15/2024","798.05","788.40","802.48","788.40","508.24K","1.61%"
"02/14/2024","785.40","785.10","788.28","779.16","420.97K","0.94%"
"02/13/2024","778.07","785.25","791.22","770.00","637.44K","-2.95%"
"02/12/2024","801.76","798.33","808.49","797.64","499.40K","0.57%"
"02/09/2024","797.21","794.23","800.80","791.77","536.64K","0.51%"
"02/08/2024","793.20","794.06","798.94","787.50","545.53K","-0.19%"
"02/07/2024","794.70","790.00","799.45","786.53","700.68K","0.85%"
"02/06/2024","787.98","784.93","788.00","778.76","666.34K","0.61%"
"02/05/2024","783.17","782.21","787.24","777.15","501.13K","-0.61%"
"02/02/2024","788.00","780.65","792.34","777.26","509.89K","0.39%"
"02/01/2024","784.93","776.49","785.55","765.63","626.66K","1.37%"
"01/31/2024","774.31","779.47","785.41","772.35","730.83K","-0.95%"
"01/30/2024","781.73","782.98","784.82","779.07","936.71K","-0.88%"
"01/29/2024","788.70","787.31","792.48","781.14","622.29K","0.18%"
"01/26/2024","787.30","791.33","793.28","785.48","687.91K","-0.40%"
"01/25/2024","790.46","790.92","794.90","787.49","723.80K","0.60%"
"01/24/2024","785.75","797.86","797.86","785.19","659.79K","-0.86%"
"01/23/2024","792.56","793.27","795.59","788.48","718.29K","-0.18%"
"01/22/2024","794.02","806.41","807.30","793.51","760.48K","-1.42%"
"01/19/2024","805.44","797.75","808.83","794.04","681.54K","1.28%"
"01/18/2024","795.26","794.56","795.99","785.06","506.79K","0.99%"
"01/17/2024","787.43","774.37","787.93","768.35","617.26K","-0.50%"
"01/16/2024","791.38","803.79","808.99","788.66","895.29K","-1.03%"
"01/12/2024","799.60","785.00","802.34","782.76","880.59K","0.88%"
"01/11/2024","792.61","796.96","799.98","787.08","736.04K","0.03%"
"01/10/2024","792.36","794.89","799.05","787.87","511.03K","-0.27%"
"01/09/2024","794.52","792.65","795.14","787.14","454.75K","-0.33%"
"01/08/2024","797.19","784.43","798.01","782.91","513.31K","1.83%"
"01/05/2024","782.83","782.81","788.76","781.46","471.06K","-0.40%"
"01/04/2024","785.95","783.26","792.48","782.73","580.19K","0.23%"
"01/03/2024","784.15","792.41","792.41","782.33","638.73K","-2.02%"
"01/02/2024","800.30","804.15","808.14","795.42","660.04K","-1.42%"
"12/29/2023","811.80","812.60","816.17","808.64","318.56K","-0.32%"
"12/28/2023","814.41","809.88","817.62","809.88","311.47K","0.14%"
"12/27/2023","813.25","809.17","813.25","808.63","297.97K","0.82%"
"12/26/2023","806.61","803.44","809.10","803.44","280.57K","0.52%"
"12/22/2023","802.42","801.98","807.52","800.15","426.58K","0.42%"
"12/21/2023","799.10","795.00","799.36","791.66","341.14K","1.25%"
"12/20/2023","789.23","797.76","805.41","788.84","547.94K","-1.52%"
"12/19/2023","801.38","801.07","814.41","798.95","756.50K","0.62%"
"12/18/2023","796.44","812.00","815.00","795.79","916.40K","-2.75%"
"12/15/2023","819.00","791.90","819.00","789.47","2.70M","1.47%"
"12/14/2023","807.13","782.93","807.60","781.94","1.20M","4.36%"
"12/13/2023","773.43","759.00","777.19","754.81","600.13K","1.86%"
"12/12/2023","759.29","755.00","759.44","752.67","607.73K","0.91%"
"12/11/2023","752.41","745.80","755.22","744.32","781.29K","1.03%"
"12/08/2023","744.73","743.15","747.79","742.22","456.11K","-0.10%"
"12/07/2023","745.44","745.44","749.89","742.60","784.36K","0.32%"
"12/06/2023","743.07","754.52","756.59","742.46","624.79K","-1.49%"
"12/05/2023","754.30","755.62","755.62","748.18","860.68K","-0.28%"
"12/04/2023","756.43","751.84","757.91","749.50","767.88K","0.01%"
"12/01/2023","756.35","750.00","761.38","748.66","746.71K","0.68%"
"11/30/2023","751.23","748.16","751.89","744.69","961.32K","0.53%"
"11/29/2023","747.30","742.28","751.27","742.28","750.06K","1.43%"
"11/28/2023","736.76","725.86","738.83","725.86","610.26K","0.83%"
"11/27/2023","730.68","727.20","732.05","724.54","868.11K","0.08%"
"11/24/2023","730.10","726.72","730.74","726.64","279.62K","0.41%"
"11/22/2023","727.14","727.00","730.28","725.97","498.14K","0.34%"
"11/21/2023","724.64","719.80","726.60","718.72","642.96K","0.52%"
"11/20/2023","720.92","714.39","721.66","712.11","668.33K","0.57%"
"11/17/2023","716.86","719.84","720.84","713.65","715.62K","0.27%"
"11/16/2023","714.90","709.34","715.10","708.75","559.05K","0.85%"
"11/15/2023","708.84","698.17","711.32","697.70","747.46K","1.65%"
"11/14/2023","697.35","673.00","699.07","673.00","1.01M","5.43%"
"11/13/2023","661.45","660.82","664.37","658.14","356.39K","-0.53%"
"11/10/2023","665.00","656.58","665.45","653.88","522.80K","2.02%"
"11/09/2023","651.82","656.73","660.60","650.63","437.17K","-0.48%"
"11/08/2023","654.95","648.43","655.66","648.43","482.21K","0.98%"
"11/07/2023","648.59","652.82","653.50","646.91","440.81K","-0.71%"
"11/06/2023","653.22","656.62","660.26","650.35","469.39K","-0.72%"
"11/03/2023","657.97","654.82","662.16","654.26","894.28K","2.09%"
"11/02/2023","644.49","623.77","645.14","623.77","1.17M","4.59%"
"11/01/2023","616.21","614.49","617.97","607.67","537.12K","0.64%"
"10/31/2023","612.28","608.95","612.87","604.41","508.90K","0.85%"
"10/30/2023","607.12","602.84","610.69","600.26","528.14K","1.51%"
"10/27/2023","598.08","607.07","608.97","596.18","543.06K","-1.48%"
"10/26/2023","607.07","607.19","617.89","606.49","856.53K","-0.26%"
"10/25/2023","608.68","608.25","611.59","603.48","562.16K","-0.61%"
"10/24/2023","612.39","617.27","620.41","610.76","657.31K","-0.38%"
"10/23/2023","614.73","611.44","619.47","610.45","469.53K","-0.02%"
"10/20/2023","614.83","623.25","626.07","613.12","850.35K","-1.23%"
"10/19/2023","622.51","625.65","629.50","619.10","1.04M","0.94%"
"10/18/2023","616.69","635.00","635.00","615.45","664.52K","-3.05%"
"10/17/2023","636.10","631.30","639.87","629.68","578.58K","0.10%"
"10/16/2023","635.45","630.51","641.62","628.41","695.48K","1.24%"
"10/13/2023","627.66","628.17","636.01","620.00","1.26M","-1.34%"
"10/12/2023","636.17","643.23","644.27","632.06","744.23K","-1.01%"
"10/11/2023","642.67","645.64","648.64","638.10","515.13K","0.11%"
"10/10/2023","641.95","643.62","649.40","641.70","626.68K","-0.26%"
"10/09/2023","643.62","641.50","647.86","640.50","536.11K","-0.72%"
"10/06/2023","648.26","635.02","651.51","634.54","608.27K","1.24%"
"10/05/2023","640.30","633.65","642.87","632.01","496.97K","0.59%"
"10/04/2023","636.53","629.03","638.36","625.38","546.78K","1.77%"
"10/03/2023","625.47","637.73","637.73","623.60","678.69K","-2.73%"
"10/02/2023","643.04","644.71","646.25","638.73","569.04K","-0.53%"
"09/29/2023","646.49","652.80","656.82","645.54","539.89K","0.19%"
"09/28/2023","645.24","643.02","647.54","640.67","696.07K","0.29%"
"09/27/2023","643.39","647.68","648.45","640.31","548.76K","-0.51%"
"09/26/2023","646.72","652.12","654.49","645.82","589.07K","-1.65%"
"09/25/2023","657.55","655.02","659.97","653.03","458.27K","-0.39%"
"09/22/2023","660.10","670.99","671.72","659.33","468.47K","-1.31%"
"09/21/2023","668.83","676.74","676.74","665.65","547.70K","-2.14%"
"09/20/2023","683.48","691.00","694.69","682.67","334.07K","-0.80%"
"09/19/2023","688.96","693.66","695.57","685.66","428.15K","-0.85%"
"09/18/2023","694.89","696.32","699.48","690.06","494.42K","-0.36%"
"09/15/2023","697.41","701.86","705.15","695.33","2.82M","-1.33%"
"09/14/2023","706.81","703.71","709.06","698.33","660.20K","1.37%"
"09/13/2023","697.23","698.84","704.22","693.99","645.19K","-0.02%"
"09/12/2023","697.34","693.35","702.73","692.08","404.02K","0.20%"
"09/11/2023","695.93","695.46","697.95","691.99","563.46K","0.77%"
"09/08/2023","690.62","692.18","693.55","686.72","352.38K","-0.06%"
"09/07/2023","691.06","682.68","692.65","679.95","453.05K","-0.45%"
"09/06/2023","694.18","692.96","699.32","688.70","426.75K","-0.25%"
"09/05/2023","695.93","705.57","708.29","695.49","556.82K","-1.45%"
"09/01/2023","706.19","704.20","706.99","701.40","454.56K","0.81%"
"08/31/2023","700.54","697.87","704.44","693.79","617.09K","0.68%"
"08/30/2023","695.81","691.78","699.50","689.81","483.88K","0.69%"
"08/29/2023","691.03","678.65","691.46","676.55","502.63K","1.77%"
"08/28/2023","679.00","681.31","683.54","674.63","430.85K","0.45%"
"08/25/2023","675.96","676.00","682.20","671.26","275.21K","0.42%"
"08/24/2023","673.16","678.78","688.58","672.97","317.92K","-0.83%"
"08/23/2023","678.77","668.40","680.33","667.12","386.78K","1.94%"
"08/22/2023","665.84","671.59","674.76","664.61","332.47K","-0.86%"
"08/21/2023","671.59","672.20","676.95","666.50","434.38K","0.20%"
"08/18/2023","670.25","665.23","675.31","665.23","530.59K","-0.56%"
"08/17/2023","674.00","674.71","681.05","672.48","471.18K","0.26%"
"08/16/2023","672.24","670.00","676.46","670.00","494.70K","-0.09%"
"08/15/2023","672.82","684.99","686.11","670.50","519.76K","-2.90%"
"08/14/2023","692.93","692.81","694.17","688.64","395.01K","-0.39%"
"08/11/2023","695.61","693.77","698.30","690.28","381.15K","-0.20%"
"08/10/2023","697.01","697.02","706.09","694.57","497.12K","0.71%"
"08/09/2023","692.09","695.26","699.97","691.00","447.48K","-0.70%"
"08/08/2023","696.98","703.39","703.39","687.52","676.96K","-2.19%"
"08/07/2023","712.55","713.31","718.83","711.64","388.09K","0.32%"
"08/04/2023","710.28","710.07","720.94","709.08","475.13K","0.02%"
"08/03/2023","710.17","710.48","712.88","705.62","585.54K","-1.01%"
"08/02/2023","717.44","722.44","723.79","713.27","649.19K","-2.02%"
"08/01/2023","732.26","733.32","735.91","730.50","359.82K","-0.89%"
"07/31/2023","738.85","739.99","743.32","735.61","367.76K","0.07%"
"07/28/2023","738.34","738.20","746.25","734.78","522.82K","1.27%"
"07/27/2023","729.07","746.12","747.99","728.40","555.19K","-1.90%"
"07/26/2023","743.16","743.25","749.87","741.01","552.96K","-0.38%"
"07/25/2023","746.02","752.55","752.98","742.21","610.79K","-1.40%"
"07/24/2023","756.58","751.70","757.01","750.49","385.46K","0.71%"
"07/21/2023","751.21","753.24","756.32","749.74","512.32K","0.04%"
"07/20/2023","750.88","744.02","753.37","742.50","621.57K","0.48%"
"07/19/2023","747.30","739.96","752.95","739.96","718.86K","1.13%"
"07/18/2023","738.93","725.52","740.83","723.23","790.00K","1.52%"
"07/17/2023","727.87","724.55","733.00","720.50","648.52K","-0.02%"
"07/14/2023","728.03","743.00","744.00","722.41","1.06M","-1.59%"
"07/13/2023","739.80","732.87","740.40","727.45","928.05K","1.90%"
"07/12/2023","726.00","722.67","727.00","718.86","642.15K","2.22%"
"07/11/2023","710.20","699.92","710.99","699.74","504.91K","2.02%"
"07/10/2023","696.17","693.83","704.93","692.78","568.64K","1.76%"
"07/07/2023","684.10","678.28","691.99","677.93","435.21K","0.51%"
"07/06/2023","680.63","685.00","686.50","674.80","675.27K","-1.76%"
"07/05/2023","692.83","691.67","700.63","685.87","681.43K","-0.11%"
"07/03/2023","693.58","690.00","702.16","689.74","376.89K","0.35%"
"06/30/2023","691.14","695.12","695.98","690.45","921.87K","0.43%"
"06/29/2023","688.21","686.70","690.91","681.98","524.73K","0.44%"
"06/28/2023","685.22","684.64","685.77","680.12","368.20K","0.08%"
"06/27/2023","684.64","683.43","688.34","677.76","528.57K","0.66%"
"06/26/2023","680.17","678.08","684.99","678.08","404.04K","-0.04%"
"06/23/2023","680.45","670.35","682.93","670.00","685.99K","0.16%"
"06/22/2023","679.38","684.41","684.51","675.37","361.39K","-1.40%"
"06/21/2023","689.04","690.72","696.15","686.40","489.28K","-0.28%"
"06/20/2023","690.95","695.69","696.46","687.50","698.13K","-1.68%"
"06/16/2023","702.78","715.45","716.35","702.35","1.28M","-1.18%"
"06/15/2023","711.19","693.13","712.74","691.82","644.35K","2.71%"
"06/14/2023","692.45","690.72","705.17","690.03","678.07K","0.49%"
"06/13/2023","689.09","685.33","693.09","685.00","624.08K","0.98%"
"06/12/2023","682.38","684.61","689.12","682.26","435.03K","-0.30%"
"06/09/2023","684.40","682.39","686.45","677.27","465.36K","0.56%"
"06/08/2023","680.58","675.32","681.90","666.01","521.80K","0.35%"
"06/07/2023","678.23","679.00","680.03","670.19","534.15K","-0.98%"
"06/06/2023","684.92","673.34","685.61","673.34","748.66K","1.25%"
"06/05/2023","676.49","681.45","683.76","674.22","589.21K","-0.79%"
"06/02/2023","681.86","676.17","685.00","676.17","559.85K","1.95%"
"06/01/2023","668.84","663.57","671.45","660.37","569.84K","1.72%"
"05/31/2023","657.55","671.80","674.61","656.36","1.90M","-2.38%"
"05/30/2023","673.58","677.54","680.69","668.89","504.26K","0.19%"
"05/26/2023","672.30","664.88","675.25","662.77","533.96K","1.78%"
"05/25/2023","660.52","655.32","663.12","653.40","522.81K","0.84%"
"05/24/2023","655.00","653.01","656.51","648.45","554.60K","-0.99%"
"05/23/2023","661.53","666.52","671.97","659.29","713.25K","-1.47%"
"05/22/2023","671.39","666.33","675.77","666.29","648.84K","0.70%"
"05/19/2023","666.70","673.44","676.53","662.71","1.36M","-0.39%"
"05/18/2023","669.33","650.57","673.17","649.46","1.13M","2.87%"
"05/17/2023","650.64","640.23","651.62","638.53","478.33K","2.65%"
"05/16/2023","633.83","642.59","643.92","633.23","362.71K","-1.69%"
"05/15/2023","644.75","645.18","650.26","642.70","501.89K","-0.05%"
"05/12/2023","645.10","646.56","651.20","642.95","906.16K","0.48%"
"05/11/2023","642.02","630.17","643.49","627.62","726.10K","2.04%"
"05/10/2023","629.18","643.95","644.95","624.50","622.53K","-1.01%"
"05/09/2023","635.57","639.00","643.49","633.63","441.69K","-1.18%"
"05/08/2023","643.14","646.25","647.00","640.78","374.51K","-0.21%"
"05/05/2023","644.48","642.19","644.66","637.55","484.31K","2.03%"
"05/04/2023","631.66","638.55","638.55","628.23","589.36K","-1.67%"
"05/03/2023","642.41","657.42","662.97","640.25","430.73K","-1.39%"
"05/02/2023","651.46","657.73","658.59","635.28","719.73K","-1.74%"
"05/01/2023","662.97","675.08","675.59","662.18","560.20K","-1.23%"
"04/28/2023","671.20","659.83","672.03","658.95","529.09K","1.29%"
"04/27/2023","662.68","657.25","663.53","655.27","393.94K","1.85%"
"04/26/2023","650.67","655.69","661.74","647.42","434.70K","-1.37%"
"04/25/2023","659.71","670.64","671.73","658.46","552.38K","-2.15%"
"04/24/2023","674.19","682.28","682.28","673.10","451.86K","-0.99%"
"04/21/2023","680.94","695.53","696.27","678.91","774.57K","-2.22%"
"04/20/2023","696.38","690.47","698.93","690.47","580.37K","0.16%"
"04/19/2023","695.24","690.98","699.50","690.01","348.12K","0.17%"
"04/18/2023","694.03","700.37","701.22","689.86","593.87K","-0.62%"
"04/17/2023","698.36","691.33","699.10","690.79","586.12K","1.02%"
"04/14/2023","691.33","680.23","704.01","678.06","1.12M","3.07%"
"04/13/2023","670.73","663.37","671.58","658.53","694.02K","0.71%"
"04/12/2023","665.97","676.15","677.64","663.36","481.37K","-0.55%"
"04/11/2023","669.68","662.00","671.44","661.85","535.87K","1.49%"
"04/10/2023","659.82","652.35","659.83","650.79","393.85K","0.52%"
"04/06/2023","656.40","656.60","659.06","653.98","441.77K","0.05%"
"04/05/2023","656.04","652.38","656.87","651.28","426.14K","-0.47%"
"04/04/2023","659.11","665.89","669.65","653.84","525.15K","-1.10%"
"04/03/2023","666.41","664.52","670.21","656.48","622.79K","-0.41%"
"03/31/2023","669.12","665.09","669.15","662.61","516.34K","1.22%"
"03/30/2023","661.04","663.51","667.61","657.09","392.52K","0.58%"
"03/29/2023","657.22","652.03","657.74","651.00","589.28K","1.70%"
"03/28/2023","646.24","646.34","649.90","641.38","373.36K","-0.32%"
"03/27/2023","648.32","654.53","656.77","646.47","411.06K","0.53%"
"03/24/2023","644.88","642.81","647.82","638.09","574.16K","-1.06%"
"03/23/2023","651.78","653.28","660.99","645.55","483.35K","0.53%"
"03/22/2023","648.32","660.08","667.45","647.89","480.15K","-2.09%"
"03/21/2023","662.15","659.93","665.18","658.54","791.21K","2.89%"
"03/20/2023","643.56","647.47","652.44","639.53","924.21K","1.08%"
"03/17/2023","636.71","638.71","638.71","623.85","2.70M","-0.04%"
"03/16/2023","636.98","627.30","645.38","621.30","726.34K","0.83%"
"03/15/2023","631.74","621.00","634.50","620.00","1.13M","-0.95%"
"03/14/2023","637.83","646.41","648.00","624.71","928.72K","1.93%"
"03/13/2023","625.77","625.02","643.23","624.09","997.67K","-1.46%"
"03/10/2023","635.03","647.70","651.46","628.48","961.02K","-2.50%"
"03/09/2023","651.28","674.49","675.23","650.00","787.20K","-3.42%"
"03/08/2023","674.36","676.62","680.33","672.65","555.01K","-0.04%"
"03/07/2023","674.66","688.39","688.98","673.17","417.41K","-1.99%"
"03/06/2023","688.39","688.35","698.79","687.56","543.33K","-0.99%"
"03/03/2023","695.24","693.61","695.34","688.06","812.29K","1.36%"
"03/02/2023","685.91","673.00","687.40","672.76","490.16K","0.79%"
"03/01/2023","680.56","683.15","688.26","675.33","635.04K","-1.29%"
"02/28/2023","689.43","685.50","694.38","683.13","859.14K","0.93%"
"02/27/2023","683.06","694.88","696.50","681.70","560.03K","-0.05%"
"02/24/2023","683.43","682.57","691.28","678.58","553.57K","-1.22%"
"02/23/2023","691.84","697.27","702.14","686.47","614.78K","0.64%"
"02/22/2023","687.41","695.75","699.05","682.08","937.88K","-1.20%"
"02/21/2023","695.75","706.13","708.58","692.22","646.52K","-2.85%"
"02/17/2023","716.16","708.46","716.73","706.38","519.24K","0.44%"
"02/16/2023","713.00","710.81","722.56","709.47","492.65K","-1.55%"
"02/15/2023","724.19","719.15","727.83","718.37","479.34K","-0.68%"
"02/14/2023","729.15","733.76","742.90","727.00","466.74K","-1.05%"
"02/13/2023","736.91","722.86","737.68","721.01","583.06K","1.85%"
"02/10/2023","723.51","712.23","726.39","711.01","626.01K","1.05%"
"02/09/2023","715.97","739.12","739.42","714.45","723.77K","-1.90%"
"02/08/2023","729.86","735.37","741.77","729.86","517.69K","-1.48%"
"02/07/2023","740.82","735.30","743.61","728.41","730.30K","-0.21%"
"02/06/2023","742.38","746.98","750.12","738.80","691.51K","-1.95%"
"02/03/2023","757.16","750.00","769.81","747.99","1.20M","-1.76%"
"02/02/2023","770.73","763.90","781.77","763.14","1.10M","1.06%"
"02/01/2023","762.63","753.72","768.29","744.39","702.24K","0.45%"
"01/31/2023","759.21","750.00","759.71","746.09","572.08K","1.52%"
"01/30/2023","747.86","750.41","758.26","746.54","458.34K","-1.49%"
"01/27/2023","759.18","751.74","764.10","751.74","489.45K","0.04%"
"01/26/2023","758.90","750.00","759.38","746.20","488.83K","1.02%"
"01/25/2023","751.25","743.10","751.78","732.50","1.07M","-0.11%"
"01/24/2023","752.07","748.00","757.08","725.58","558.25K","0.54%"
"01/23/2023","748.02","741.87","750.02","735.40","730.24K","0.85%"
"01/20/2023","741.71","734.77","742.68","731.04","724.33K","1.62%"
"01/19/2023","729.87","737.81","741.56","729.62","650.76K","-2.34%"
"01/18/2023","747.36","750.99","763.06","746.38","728.81K","-0.32%"
"01/17/2023","749.73","750.18","752.10","735.10","823.83K","-0.56%"
"01/13/2023","753.99","746.63","758.49","735.08","984.18K","0.00%"
"01/12/2023","753.96","763.16","763.16","741.15","938.77K","-0.26%"
"01/11/2023","755.92","758.00","763.75","748.16","788.21K","-0.18%"
"01/10/2023","757.28","749.63","757.74","744.38","758.97K","0.57%"
"01/09/2023","752.99","742.21","762.81","741.75","1.10M","2.03%"
"01/06/2023","738.00","713.42","738.56","710.47","1.22M","5.24%"
"01/05/2023","701.24","713.03","717.17","701.21","686.68K","-2.86%"
"01/04/2023","721.90","719.65","727.48","713.40","710.19K","1.38%"
"01/03/2023","712.04","720.00","723.54","703.77","540.82K","0.48%"
"12/30/2022","708.63","708.29","712.91","698.36","413.04K","-1.05%"
"12/29/2022","716.15","706.64","720.94","704.51","395.31K","2.26%"
"12/28/2022","700.33","704.00","711.81","700.29","457.74K","-0.42%"
"12/27/2022","703.26","704.57","707.60","700.50","325.23K","-0.10%"
"12/23/2022","703.94","708.77","710.09","700.20","363.18K","0.09%"
"12/22/2022","703.33","702.64","707.36","688.22","623.21K","-1.35%"
"12/21/2022","712.94","702.46","716.12","699.40","652.19K","3.09%"
"12/20/2022","691.56","691.00","695.39","687.58","590.10K","-0.13%"
"12/19/2022","692.47","699.44","701.00","687.12","606.87K","-1.11%"
"12/16/2022","700.22","690.02","703.64","683.91","1.70M","0.29%"
"12/15/2022","698.18","699.59","702.95","692.83","566.53K","-1.87%"
"12/14/2022","711.52","718.95","725.60","704.38","549.18K","-1.74%"
"12/13/2022","724.15","738.66","743.17","716.64","949.92K","2.10%"
"12/12/2022","709.23","705.67","711.15","702.03","701.33K","0.32%"
"12/09/2022","706.95","700.42","714.03","700.00","549.21K","0.50%"
"12/08/2022","703.44","710.00","714.98","701.16","625.90K","-0.81%"
"12/07/2022","709.16","707.24","721.66","704.70","877.78K","-0.16%"
"12/06/2022","710.29","707.19","712.33","700.05","840.97K","-0.35%"
"12/05/2022","712.76","709.00","714.17","698.75","1.10M","-0.03%"
"12/02/2022","712.98","706.27","713.44","699.70","1.14M","-1.27%"
"12/01/2022","722.18","718.85","725.00","711.20","1.10M","0.86%"
"11/30/2022","716.00","714.00","717.78","693.29","2.76M","0.28%"
"11/29/2022","714.00","722.46","724.77","711.55","698.42K","-0.99%"
"11/28/2022","721.17","728.00","736.30","719.44","480.13K","-2.25%"
"11/25/2022","737.78","734.46","739.85","727.65","301.55K","0.20%"
